mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd,cost_per_kg_payload
M000108,14-02-1964,1964,1960s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Science/Astronomy,LEO,Earth Orbit,1981,1,68.6,431,262,43.5,Success,,0,0,72.6,36648.1575
M000109,22-06-1964,1964,1960s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,LEO,LEO,8940,1,411.2,451,365,55.5,Success,,0,0,71.2,7964.205817
M000110,17-10-1964,1964,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,GEO,GEO,4730,1,161.2,35786,35600,0,Success,,0,0,143.5,30338.26638
M000111,21-07-1964,1964,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,LEO,LEO,1800,1,94.6,413,364,52.3,Success,,0,0,189.3,105166.6667
M000112,14-05-1964,1964,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,1113,1,39.2,694,666,98.9,Success,,0,0,168.4,151302.7853
M000113,23-09-1964,1964,1960s,United States,Saturn V,NASA,111,140000,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,HEO,2973,1,163.2,597,317,45.6,Success,,0,0,185,62226.70703
M000114,07-02-1964,1964,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,ISS Docking,ISS,7080,1,180.5,366,252,51.8,Success,3,3,0,94.4,13333.33333
M000115,19-04-1964,1964,1960s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,Earth Orbit,2786,1,156.1,623,459,40,Success,,0,0,44.8,16080.40201
M000116,02-09-1964,1964,1960s,United States,Titan II,USAF,31,3175,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,3175,1,138.2,384,287,95.7,Launch Failure,,0,0,181.3,57102.3622
M000117,12-06-1965,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,500,1,20.5,684,655,98.6,Success,,0,0,153.5,307000
M000118,09-01-1965,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,500,1,19.3,630,392,96.7,Success,,0,0,95,190000
M000119,15-03-1965,1965,1960s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Human Spaceflight,Lunar Transfer,Moon Surface,3557,1,101.2,,,70.1,Success,90,3,0,32.9,9249.367444
M000120,08-03-1965,1965,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Communications/Telecom,GEO,GEO,7164,1,223.5,35786,35679,0,Success,,0,0,322,44946.95701
M000121,03-05-1965,1965,1960s,United States,Saturn V,NASA,111,140000,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Weather/Meteorology,LEO,LEO,2254,1,65.6,607,257,48.9,Success,,0,0,185,82076.30878
M000122,12-03-1965,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,7080,1,344.7,366,254,35.7,Success,,0,0,113,15960.45198
M000123,15-07-1965,1965,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Lunar Orbit,4730,1,249.6,,,24.5,Success,3,3,0,116.7,24672.30444
M000124,27-01-1965,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,500,1,13.2,633,339,50.5,Success,,0,0,61.3,122600
M000125,16-11-1965,1965,1960s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,GEO,GEO,1727,1,64.1,35786,35702,0,Launch Failure,,0,0,140.7,81470.75854
M000126,14-06-1965,1965,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,L2 Halo,2432,1,68.6,481,289,64.4,Success,,0,0,259.7,106784.5395
M000127,05-07-1965,1965,1960s,United States,Falcon 9,SpaceX,70,22800,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,HEO,1016,1,38.1,606,515,42.6,Success,,0,0,69.5,68405.51181
M000128,23-07-1965,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,L2 Halo,1065,1,47.8,420,368,48.9,Success,,0,0,99.9,93802.8169
M000129,14-04-1965,1965,1960s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Weather/Meteorology,GEO,GEO,2121,1,107.6,35786,35610,0,Launch Failure,,0,0,168.8,79585.10137
M000130,04-07-1965,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,LEO,3713,1,137.1,557,376,69.9,Launch Failure,,0,0,163.3,43980.60867
M000131,02-07-1965,1965,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Science/Astronomy,LEO,Earth Orbit,1694,1,46.3,371,253,94.9,Success,,0,0,196.9,116233.7662
M000132,28-08-1965,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,7080,1,208.7,501,255,29.2,Success,14,6,0,68,9604.519774
M000133,25-08-1965,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,3364,1,195.6,477,456,45.1,Success,,0,0,147.6,43876.33769
M000134,09-02-1965,1965,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,4730,1,190.8,,,13.2,Success,180,5,0,134.4,28414.37632
M000135,13-04-1965,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,ISS Docking,ISS,500,1,26.1,390,358,51.6,Success,180,3,0,79.4,158800
M000136,21-03-1965,1965,1960s,United States,Falcon 9,SpaceX,70,22800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,SSO,SSO,1812,1,106.1,647,641,97.4,Success,,0,0,69.2,38189.84547
M000137,02-03-1965,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,HEO,558,1,18,415,321,84.3,Success,,0,0,84.3,151075.2688
M000138,16-02-1965,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,GEO,GEO,7877,1,252.1,35786,35702,0,Success,,0,0,51.3,6512.631713
M000139,02-10-1965,1965,1960s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,GEO,GEO,9775,1,490.2,35786,35726,0,Success,,0,0,170.1,17401.53453
M000140,06-09-1965,1965,1960s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Technology Demo,LEO,LEO,3175,1,109.1,577,490,70.1,Success,,0,0,125.2,39433.07087
M000141,24-06-1965,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,SSO,SSO,1446,1,64.9,788,767,98.7,Success,,0,0,92.4,63900.41494
M000142,07-12-1965,1965,1960s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,L2 Halo,3797,1,96.7,354,342,81.3,Success,,0,0,197.2,51935.73874
M000143,01-02-1965,1965,1960s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,LEO,LEO,6114,1,207,355,206,62.3,Success,14,6,0,83.2,13608.11253
M000144,11-10-1965,1965,1960s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Weather/Meteorology,SSO,SSO,2389,1,138.2,774,748,98,Success,,0,0,163.1,68271.2432
M000145,05-09-1965,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,L2 Halo,1370,1,56.2,538,350,81.7,Success,,0,0,55.3,40364.9635
M000146,11-06-1965,1965,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Technology Demo,LEO,LEO,1058,2,54.5,475,404,45.9,Success,,0,0,195.3,184593.5728
M000147,30-06-1965,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,500,1,29.8,35786,35635,0,Success,,0,0,68.5,137000
M000148,02-10-1965,1965,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,Lunar Transfer,Lunar Orbit,7407,1,261.2,,,79,Success,180,2,0,268.9,36303.49669
M000149,20-01-1965,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,2719,1,74.1,516,390,57.3,Partial Failure,,0,0,184.4,67819.05112
M000150,07-01-1965,1965,1960s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,LEO,9332,1,294.1,582,269,63.3,Success,,0,0,149.4,16009.42992
M000151,09-12-1965,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,757,1,29.6,598,584,97.9,Success,,0,0,65.2,86129.45839
M000152,22-08-1965,1965,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Technology Demo,LEO,LEO,6439,1,277.4,534,292,34.1,Success,,0,0,263.3,40891.44277
M000153,09-08-1965,1965,1960s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,GEO,GEO,1066,1,52,35786,35689,0,Partial Failure,,0,0,85.2,79924.9531
M000154,15-08-1965,1965,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Science/Astronomy,LEO,HEO,4169,1,147.2,637,280,94.4,Success,,0,0,296.1,71024.22643
M000155,03-08-1965,1965,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,4730,1,228.3,358,200,31,Success,,0,0,153.4,32431.28964
M000156,23-03-1965,1965,1960s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,SpaceX Starbase,USA,25.99,-97.16,Military/Reconnaissance,SSO,SSO,626,1,31.7,503,495,98.2,Success,,0,0,95.1,151916.9329
M000157,29-01-1965,1965,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,5287,1,135.8,521,348,39.5,Success,,0,0,109.2,20654.43541
M000158,01-11-1965,1965,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Technology Demo,LEO,LEO,849,1,43.7,424,265,38.8,Success,,0,0,289.8,341342.7562
M000159,26-05-1965,1965,1960s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,HEO,2900,3,143,356,269,88.6,Success,,0,0,175.2,60413.7931
M000160,27-11-1965,1965,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,1214,1,38.2,457,424,83.5,Success,,0,0,154,126853.3773
M000161,08-09-1965,1965,1960s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,LEO,LEO,300,1,12.2,434,204,66.6,Launch Failure,,0,0,7.3,24333.33333
M000162,15-02-1965,1965,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,500,1,23.9,,,64.2,Success,90,1,0,193.6,387200
M000163,20-01-1965,1965,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,LEO,2183,1,115.2,638,413,73.9,Success,,0,0,88,40311.49794
M000164,10-05-1966,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,LEO,839,1,42.6,379,200,61.1,Success,,0,0,185.9,221573.3015
M000165,15-11-1966,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,500,1,18.5,492,468,98.6,Success,,0,0,55.6,111200
M000166,29-05-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,569,1,22.7,647,256,91.5,Success,,0,0,117.6,206678.3831
M000167,23-11-1966,1966,1960s,United States,Electron,Rocket Lab,18,300,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Technology Demo,LEO,LEO,300,1,10.8,511,493,73.8,Success,,0,0,7.8,26000
M000168,20-09-1966,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,908,1,52.5,558,556,98.6,Success,,0,0,86.6,95374.44934
M000169,15-08-1966,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,569,1,15.5,428,245,28.2,Success,,0,0,177.2,311423.5501
M000170,09-08-1966,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,1966,1,79.4,627,591,97.2,Success,,0,0,112.9,57426.24619
M000171,16-07-1966,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,1079,1,63.3,628,376,91.7,Launch Failure,,0,0,70.2,65060.24096
M000172,21-12-1966,1966,1960s,United States,Atlas V,ULA,59,18850,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Military/Reconnaissance,GEO,GEO,1061,1,52.6,35786,35730,0,Success,,0,0,249.8,235438.2658
M000173,14-11-1966,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Moon Surface,7080,1,391.3,,,71.9,Success,3,3,0,99.4,14039.54802
M000174,20-05-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,1678,1,94.2,492,476,98.2,Partial Failure,,0,0,151.6,90345.64958
M000175,09-05-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,LEO,LEO,789,1,36.7,427,379,60.2,Launch Failure,,0,0,76.3,96704.68948
M000176,08-01-1966,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,ISS Docking,ISS,4587,1,237.3,486,434,51.6,Success,3,3,0,150.1,32722.91258
M000177,20-04-1966,1966,1960s,United States,Titan II,USAF,31,3175,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,2594,1,121.2,35786,35706,0,Success,,0,0,94,36237.47109
M000178,13-06-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,3068,1,154.3,546,378,69.9,Success,,0,0,174.5,56877.44459
M000179,07-06-1966,1966,1960s,United States,Neutron,Rocket Lab,40,13000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,SSO,SSO,4032,1,232.7,778,764,98.2,Success,,0,0,83.3,20659.72222
M000180,12-04-1966,1966,1960s,United States,Titan IV,USAF,62,21680,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,LEO,LEO,1924,1,75.6,458,431,33.8,Success,,0,0,115.1,59823.28482
M000181,31-05-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Moon Surface,10573,1,615.6,,,84,Success,90,3,0,187.7,17752.76648
M000182,26-08-1966,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,500,1,13,421,324,84.5,Success,,0,0,139.4,278800
M000183,11-02-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,3606,1,212.6,506,419,66.1,Success,,0,0,170.8,47365.50194
M000184,22-01-1966,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,500,1,22.4,433,394,64.4,Success,,0,0,85,170000
M000185,20-03-1966,1966,1960s,United States,Atlas V,ULA,59,18850,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Military/Reconnaissance,SSO,SSO,743,1,40,678,662,98.5,Success,,0,0,209.3,281695.8277
M000186,06-06-1966,1966,1960s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,LEO,LEO,410,1,12.4,605,523,96.4,Partial Failure,,0,0,69.3,169024.3902
M000187,08-08-1966,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,2829,1,125,35786,35668,0,Success,,0,0,177.1,62601.62602
M000188,27-06-1966,1966,1960s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Technology Demo,LEO,LEO,994,1,51.2,578,415,77.1,Success,,0,0,57.9,58249.49698
M000189,25-01-1966,1966,1960s,United States,Titan IV,USAF,62,21680,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Human Spaceflight,Lunar Transfer,Moon Surface,8033,1,364.5,,,50.6,Success,365,2,0,133.9,16668.74144
M000190,17-03-1966,1966,1960s,United States,Neutron,Rocket Lab,40,13000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Technology Demo,LEO,LEO,904,1,48.2,530,308,85.5,Success,,0,0,100.4,111061.9469
M000191,23-05-1966,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,500,1,13.2,593,290,38.5,Success,90,3,0,160.1,320200
M000192,16-10-1966,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,GEO,GEO,500,1,19.1,35786,35655,0,Success,,0,0,154.7,309400
M000193,26-11-1966,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,ISS Docking,ISS,500,1,22.4,596,232,51.5,Success,90,4,0,193.2,386400
M000194,15-11-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,9403,1,335.9,675,651,97.7,Success,,0,0,64.6,6870.147825
M000195,11-05-1966,1966,1960s,United States,Neutron,Rocket Lab,40,13000,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Human Spaceflight,Lunar Transfer,Lunar Orbit,10159,1,608.2,,,49.2,Success,1,5,0,76.4,7520.425239
M000196,07-04-1966,1966,1960s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,LEO,LEO,1047,1,41.3,483,435,46.7,Success,,0,0,84.7,80897.80325
M000197,15-10-1966,1966,1960s,United States,Titan II,USAF,31,3175,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Science/Astronomy,LEO,LEO,3175,1,84.6,570,452,91.1,Success,,0,0,160,50393.70079
M000198,21-06-1966,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,LEO,LEO,2667,1,73.8,383,372,94.1,Success,,0,0,65.7,24634.4207
M000199,25-04-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,LEO,LEO,9610,1,394,537,365,84.9,Success,90,4,0,164.4,17107.18002
M000200,21-06-1966,1966,1960s,United States,Starship,SpaceX,120,150000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,L2 Halo,1493,1,82.3,532,502,64.1,Success,,0,0,12.9,8640.3215
M000201,17-11-1966,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Lunar Orbit,4730,1,220.4,,,59.1,Success,180,6,0,104.1,22008.45666
M000202,06-11-1966,1966,1960s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,GEO,GEO,2495,1,144.6,35786,35623,0,Success,,0,0,77.7,31142.28457
M000203,15-10-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,7885,1,372.6,471,230,87,Success,30,4,0,118,14965.12365
M000204,20-08-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,5022,1,158.2,464,455,97.3,Success,,0,0,57.1,11369.97212
M000205,22-05-1966,1966,1960s,United States,Space Shuttle,NASA,56,27500,1,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,LEO,1605,1,63.7,559,375,36.3,Partial Failure,,0,0,72.9,45420.56075
M000206,10-11-1966,1966,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Technology Demo,LEO,LEO,392,1,23,544,235,53.2,Partial Failure,,0,0,235.9,601785.7143
M000207,01-07-1966,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,3747,1,156.7,475,354,49.5,Success,,0,0,62.6,16706.69869
M000208,13-08-1966,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,LEO,3611,1,105.5,513,211,96.7,Success,,0,0,93.1,25782.33176
M000209,01-05-1966,1966,1960s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Weather/Meteorology,GEO,GEO,1659,1,43.4,35786,35709,0,Success,,0,0,346.9,209101.8686
M000210,03-10-1966,1966,1960s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,LEO,3030,1,85.5,621,251,35.4,Success,,0,0,115.9,38250.82508
M000211,05-07-1966,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,LEO,LEO,500,1,21.8,593,349,84.4,Success,90,6,0,183.9,367800
M000212,27-01-1966,1966,1960s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,189,1,9,473,274,65.8,Success,,0,0,186.1,984656.0847
M000213,24-02-1966,1966,1960s,United States,Saturn V,NASA,111,140000,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Technology Demo,LEO,LEO,1127,1,42.4,602,562,73.6,Success,,0,0,185,164152.6176
M000214,17-05-1966,1966,1960s,United States,New Glenn,Blue Origin,98,45000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,GEO,GEO,1042,1,37,35786,35697,0,Success,,0,0,96.2,92322.45681
M000215,04-09-1966,1966,1960s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,500,1,16.5,581,307,68.6,Mission Failure,,0,0,163,326000
M000216,15-04-1966,1966,1960s,United States,Electron,Rocket Lab,18,300,1,Active,SpaceX Starbase,USA,25.99,-97.16,Human Spaceflight,ISS Docking,ISS,300,1,17.7,392,211,51.2,Success,180,6,0,8.2,27333.33333
M000217,04-06-1966,1966,1960s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,4730,1,219.8,467,336,35.7,Success,30,7,0,113.8,24059.19662
